type,epa_id,facility_name,street,city,state,zip_code,notes,lon,lat,addresses,geoAddress,site_phone,corporatephone,URL,2URL
MSW Combustors, ,Wheelabrator Saugus,100 Salem Turnpike,"Saugus, ",MA,1906,,-70.9833862,42.4410404,"100 Salem Turnpike, Saugus, , MA 1906","100 salem turnpike, saugus, ma 01906, usa",(781) 233-7600,(603) 929-3000,https://www.wtienergy.com/plant-locations/energy-from-waste/wheelabrator-saugus,
MSW Combustors, ,Kent County Waste to Energy Facility,950 Market Ave. SW,Grand Rapids,MI,49503,,-85.6930811,42.9491497,"950 Market Ave. SW, Grand Rapids, MI 49503","950 market ave sw, grand rapids, mi 49503, usa",(616) 336-2502,(616) 632-7920,http://www.reimaginetrash.org/facilities/waste-to-energy-facility/,https://www.covanta.com/Our-Facilities/Covanta-Kent
MSW Combustors, ,Hennepin Energy Resource Center (HERC),505 6th Ave. North,"Minneapolis, ",MN,55405,,-93.290992,44.9840984,"505 6th Ave. North, Minneapolis, , MN 55405","505 6th ave n, minneapolis, mn 55405, usa",(612) 348-3777,(612) 348-3000,www.hennepin.us/HERC,
MSW Combustors, ,Great River Energy â€” Elk River Station,17845 E. Highway 10,Elk River,MN,55330,,-93.5590367,45.2957455,"17845 E. Highway 10, Elk River, MN 55330","17845 us-10, elk river, mn 55330, usa",(763) 441-3121,(763) 445-5000,www.greatriverenergy.com,
MSW Combustors, ,Olmsted Waste-to-Energy Facility ,301 Silver Creek Rd. NE,Rochester,MN,55906,,-92.4326827,44.0261973,"301 Silver Creek Rd. NE, Rochester, MN 55906","301 silver creek rd ne, rochester, mn 55906, usa",(507) 328-7070,NA,https://www.co.olmsted.mn.us/environmentalresources/garbagerecycling/owef/Pages/default.aspx,
MSW Combustors, ,Perham Resource Recovery Facility,201 6th Ave. NE,Perham,MN,56573,,-95.5649423,46.5913958,"201 6th Ave. NE, Perham, MN 56573","201 6th ave ne, perham, mn 56573, usa",(218) 346-4404,NA,www.co.otter-tail.mn.us/prairielakes,https://ottertailcountymn.us/content-page/waste-to-energy-perham-resource-recovery-facility/
MSW Combustors, ,Polk County Solid Waste Resource Recovery Facility,708 8th St. NW,Fosston,MN,56542,,-95.760479,47.5817904,"708 8th St. NW, Fosston, MN 56542","708 8th st nw, fosston, mn 56542, usa",(218) 435-6501,NA,https://www.co.polk.mn.us/154/Incinerator,
MSW Combustors, ,Pope/Douglas Waste-to-Energy Facility ,2115 Jefferson St.,Alexandria,MN,56308,,-95.3719575,45.868596,"2115 Jefferson St., Alexandria, MN 56308","2115 jefferson st, alexandria, mn 56308, usa",(320) 763-5885,NA,http://popedouglasrecycle.com/index.php/about-us/facilities/,
MSW Combustors, ,Xcel Energy - Red Wing Steam Plant,801 E. 5th St.,Red Wing,MN,55066,,-92.516987,44.5691879,"801 E. 5th St., Red Wing, MN 55066","801 e 5th st, red wing, mn 55066, usa",(651) 385-5601,(800) 895-4999,https://www.xcelenergy.com/energy_portfolio/electricity/power_plants/red_wing,
MSW Combustors, ,Xcel Energy - Wilmarth Plant,1040 Summit Ave.,Mankato,MN,56001,,-94.0111161,44.2007144,"1040 Summit Ave., Mankato, MN 56001","1040 summit ave, mankato, mn 56001, usa",(507) 387-2968,(800) 895-4999,https://www.xcelenergy.com/energy_portfolio/electricity/power_plants/wilmarth,
MSW Combustors, ,Wheelabrator Concord,11 Whitney Rd.,Penacook,NH,3303,,-71.576693,43.2866782,"11 Whitney Rd., Penacook, NH 3303","11 whitney rd, concord, nh 03301, usa",(603) 753-8411,(603) 929-3000,https://www.wtienergy.com/plant-locations/energy-from-waste/wheelabrator-concord,
MSW Combustors, ,Covanta Camden Energy Recovery Center ,600 Morgan St.,Camden ,NJ,8104,,-75.1159529,39.9095881,"600 Morgan St., Camden , NJ 8104","600 morgan st, camden, nj 08104, usa",(856) 966-7174,(800) 950-8749,https://www.covanta.com/Our-Facilities/Covanta-Camden,
MSW Combustors, ,Essex County Resource Recovery Facility,183 Raymond Blvd.,Newark,NJ,1705,,-74.1247589,40.7370485,"183 Raymond Blvd., Newark, NJ 1705","183 raymond blvd, newark, nj 07105, usa",(973) 344-0900,(800) 950-8749,https://www.covanta.com/Our-Facilities/Covanta-Essex,
MSW Combustors, ,Union County Resource Recovery Facility,1499 Rt. 1 North,Rahway,NJ,7065,,-74.2659832,40.6009521,"1499 Rt. 1 North, Rahway, NJ 7065","1499 us-1, rahway, nj 07065, usa",(732) 499-0101,(800) 950-8749,www.unioncountyutilitiesauthority.org,https://www.covanta.com/Our-Facilities/Covanta-Union
MSW Combustors, ,Wheelabrator Gloucester Company ,600 US Route 130,Westville,NJ,8093,,-75.1377777,39.8734229,"600 US Route 130, Westville, NJ 8093","600 us-130, west deptford, nj 08093, usa",(856) 742-1484,(603) 929-3000,https://www.wtienergy.com/plant-locations/energy-from-waste/wheelabrator-gloucester,
MSW Combustors, ,Babylon Resource Recovery Center,125 West Gleam St.,West Babylon,NY,11704,,-73.3849033,40.7332405,"125 West Gleam St., West Babylon, NY 11704","125 gleam st, west babylon, ny 11704, usa",(631) 491-1976,(800) 950-8749,https://www.covanta.com/Our-Facilities/Covanta-Babylon,
MSW Combustors, ,Covanta Hempstead,600 Merchants Concourse,Westbury,NY,11590,,-73.5907039,40.7381888,"600 Merchants Concourse, Westbury, NY 11590","600 merchants concourse, westbury, ny 11590, usa",(516) 683-5400,(800) 950-8749,https://www.covanta.com/Our-Facilities/Covanta-Hempstead,
MSW Combustors, ,Dutchess County Resource Recovery Facility,98 Sand Dock Rd.,Poughkeepsie,NY,12601,,-73.940293,41.646957,"98 Sand Dock Rd., Poughkeepsie, NY 12601","98 sand dock rd, poughkeepsie, ny 12601, usa",(845) 463-6020,(603) 929-3000,www.dcrra.org,https://www.wtienergy.com/plant-locations/energy-from-waste/wheelabrator-dutchess-county
MSW Combustors, ,Huntington Resource Recovery Facility,99 Town Line Rd. ,East Northport,NY,11731,,-73.2890298,40.8819904,"99 Town Line Rd. , East Northport, NY 11731","99 town line rd, kings park, ny 11754, usa",(631) 754-1100,(800) 950-8749,https://www.covanta.com/Our-Facilities/Covanta-Huntington,
MSW Combustors, ,MacArthur Waste-to-Energy Facility,4001 Veterans Memorial Hwy,Ronkonkoma,NY,11779,,-73.1064301,40.7839861,"4001 Veterans Memorial Hwy, Ronkonkoma, NY 11779","4001 veterans memorial hwy, ronkonkoma, ny 11779, usa",(631) 471-7800,(800) 950-8749,www.toirra.com ,https://www.covanta.com/Our-Facilities/Covanta-MacArthur
MSW Combustors, ,Niagara Falls Resource Recovery Facility ,100 Energy Blvd at 56th St. ,Niagra Falls,NY,14303,,-79.0071377,43.0834004,"100 Energy Blvd at 56th St. , Niagra Falls, NY 14303","100 energy blvd, niagara falls, ny 14304, usa",(716) 278-8500,(800) 950-8749,https://www.covanta.com/Our-Facilities/Covanta-Niagara\,
MSW Combustors, ,Onodaga Resource Recovery Facility,5801 Rock Cut Rd.,Jamesville,NY,13078,,-76.0717698,42.9914763,", Jamesville, NY 13078","jamesville, ny 13078, usa",(315) 498-4111,(800) 950-8749,www.ocrra.org,https://www.covanta.com/Our-Facilities/Covanta-Onondaga
MSW Combustors, ,Oswego County Energy Recovery Facility,2801 State Route 481,Fulton,NY,13069,,-76.4251797,43.3490932,"2801 State Route 481, Fulton, NY 13069","2801 ny-481, fulton, ny 13069, usa",(315) 591-9280,NA,www.oswegocounty.com/dsw,
MSW Combustors, ,Wheelabrator Hudson Falls,93 River Street,Hudson Falls,NY,12839,,-73.5913417,43.305689,"93 River Street, Hudson Falls, NY 12839","93 river st, hudson falls, ny 12839, usa",(518) 747-2390,(603) 929-3000,https://www.wtienergy.com/plant-locations/energy-from-waste/wheelabrator-hudson-falls,
MSW Combustors, ,Wheelabrator Westchester,One Charles Point Ave,Peekskill,NY,10566,,-73.9419157,41.2770506,"One Charles Point Ave, Peekskill, NY 10566","3 john walsh blvd #1, peekskill, ny 10566, usa",(914) 739-9304,(603) 929-3000,https://www.wtienergy.com/plant-locations/energy-from-waste/wheelabrator-westchester,
MSW Combustors, ,Covanta Tulsa Renewable Energy Facility,2122 South Yukon,Tulsa,NY,74107,,-96.017867,36.132162,"2122 South Yukon, Tulsa, NY 74107","2122 s yukon ave, tulsa, ok 74107, usa",(918) 699-0011,(800) 950-8749,https://www.covanta.com/Our-Facilities/Covanta-Tulsa,
MSW Combustors, ,Marion County Solid Waste-to-Energy Facility,4850 Brooklake Road,"Brooks, ",OR,97305,,-122.962739,45.048133,"4850 Brooklake Road, Brooks, , OR 97305","4850 brooklake rd ne, brooks, or 97305, usa",(503) 393-0890,(800) 950-8749,https://www.covanta.com/Our-Facilities/Covanta-Marion,
MSW Combustors, ,Covanta Plymouth Renewable Energy,1155 Conshohocken Rd.,Conschohocken,PA,19428,,-75.3166569,40.0918866,"1155 Conshohocken Rd., Conschohocken, PA 19428","1155 conshohocken rd, conshohocken, pa 19428, usa",(610) 940-6000,(800) 950-8749,https://www.covanta.com/Our-Facilities/Covanta-Plymouth,
MSW Combustors, ,Delaware Valley Resource Recovery Facility ,10 Highland Ave.,Chester,PA,19013,,-75.3883989,39.8265058,"10 Highland Ave., Chester, PA 19013","american ref-fuel, 10 highland ave, chester, pa 19013, usa",(610) 497-8100,(800) 950-8749,https://www.covanta.com/Our-Facilities/Covanta-Delaware-Valley,
MSW Combustors, ,Lancaster County Resource Recovery Facility,1911 River Rd.,Bainbridge,PA,17502,,-76.6431776,40.0727321,"1911 River Rd., Bainbridge, PA 17502","1911 river rd, marietta, pa 17547, usa",(717) 426-4938,(800) 950-8749,www.lcswma.org,https://www.covanta.com/Our-Facilities/Covanta-Lancaster
MSW Combustors, ,Wheelabrator Falls,1201 New Ford Mill Road,Morrisville,PA,19067,,-74.7662401,40.163438,"1201 New Ford Mill Road, Morrisville, PA 19067","1201 new ford mill rd, morrisville, pa 19067, usa",(215) 736-1760,(603) 929-3000,https://www.wtienergy.com/plant-locations/energy-from-waste/wheelabrator-falls,
MSW Combustors, ,Susquehanna Resource Management Complex,1670 South 19th St.,Harrisburg,PA,17104,,-76.8497901,40.244201,"1670 South 19th St., Harrisburg, PA 17104","1670 s 19th st, harrisburg, pa 17104, usa",(717) 397-9968,NA,www.lcswma.org/srmc,https://www.covanta.com/Our-Facilities/Covanta-Harrisburg
MSW Combustors, ,York County Resource Recovery Center,2651 Blackbridge Road,York,PA,17406,,-76.7162409,40.0039738,"2651 Blackbridge Road, York, PA 17406","2651 black bridge rd, york, pa 17406, usa",(717) 845-1066,NA,http://www.ycswa.com/york-county-resource-recovery-center/,
MSW Combustors, ,Alexandria/Arlington Resource Recovery Facility,5301 Eisenhower Ave.,Alexandria,VA,22304,,-77.1279326,38.8014636,"5301 Eisenhower Ave., Alexandria, VA 22304","5301 eisenhower ave, alexandria, va 22304, usa",(703) 370-7722,(800) 950-8749,https://www.covanta.com/Our-Facilities/Covanta-Alexandria,
MSW Combustors, ,Hampton/NASA Steam Plant,50 Wythe Creek Rd.,Hampton,VA,23666,,-76.392059,37.100714,"50 Wythe Creek Rd., Hampton, VA 23666","50 wythe creek rd, hampton, va 23666, usa",(757) 865-1914,NA,https://hampton.gov/2255/HamptonNASA-steam-plant,
MSW Combustors, ,I-95 Energy/Resource Recovery Facility (Fairfax),9898 Furnace Rd.,Lorton,VA,22079,,-77.2377856,38.6917069,"9898 Furnace Rd., Lorton, VA 22079","9898 furnace rd, lorton, va 22079, usa",(703) 690-6860,(800) 950-8749,https://www.fairfaxcounty.gov/publicworks/recycling-trash/energy-resource-recovery-facility,https://www.covanta.com/Our-Facilities/Covanta-Fairfax
MSW Combustors, ,Wheelabrator Portsmouth,4 Victory Blvd,Portsmouth,VA,23702,,-76.3061,36.806284,"4 Victory Blvd.Portsmouth, , VA 23702","4 victory blvd, portsmouth, va 23702, usa",(757) 393-5700,(603) 929-3000,https://www.wtienergy.com/plant-locations/energy-from-waste/wheelabrator-portsmouth,
MSW Combustors, ,Spokane Waste-to-Energy Facility,South 2000 Geiger Blvd.,Spokane,WA,99224,,-117.4919719,47.6368417,"South 2000 Geiger Blvd., Spokane, WA 99224","2000 s geiger blvd, spokane, wa 99224, usa",(509) 625-6580,NA,http://my.spokanecity.org/solidwaste/waste-to-energy,
MSW Combustors, ,Barron County Waste-to-Energy & Recycling Facility,575 10 1/2 Avenue,Almena,WI,54805,,-92.0382106,45.3590845,"575 10 1/2 Avenue, Almena, WI 54805","575 10 1/2 ave, clayton, wi 54004, usa",(715) 637-6890,NA,https://www.barroncountywi.gov/index.asp?Type=B_BASIC&SEC=%7BA7E66E87-8E68-4A98-B529-C67768AE2615%7D,
MSW Combustors, ,Xcel Energy French Island Generating Station,200 Bainbridge St.,La Crosse,WI,54601,,-91.2605235,43.8308336,"200 Bainbridge St., La Crosse, WI 54601","200 bainbridge st, la crosse, wi 54603, usa",NA,(800) 895-4999,https://www.xcelenergy.com/energy_portfolio/electricity/power_plants/french_island,
